country,Year,REVENUE,Guarantee fees receivable ,Interest receivable,Dividends receivable,Other,EXPENDITURE,Interest payable (2),Capital injections recorded as deficit-increasing (capital transfer),Other capital transfer (e.g. asset purchase),Calls on guarantees,Other,       of which net acquisition of NFA,Net revenue/cost for general government (A-B),Assets ,Loans,Debt securities ,Equity and investment funds shares/ units,Other assets of general government entities (5),Liabilities ,Loans,Debt securities (3),      of which indirect liabilities (9),Other liabilities of general government entities (5),Contingent liabilities,Liabilities and assets outside general government under guarantee (6),Securities issued under liquidity schemes (7),Special purpose entities (8),Other contingent liabilities
Hungary,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2009,13260,0,13260,0,0,12053.3,12053.3,0,0,0,0,0,1206.7,475395,445395,0,30000,0,475395,475395,0,0,0,0,0,0,0,0
Hungary,2010,12735.1,0,11833.4,0,901.7,10684.7,10684.7,0,0,0,0,0,2050.4,276637,276637,0,0,0,276637,276637,0,0,0,0,0,0,0,0
Hungary,2011,9903.6,0,8159.3,0,1744.3,7169.4,7169.4,0,0,0,0,0,2734.2,156955,156955,0,0,0,156955,156955,0,0,0,0,0,0,0,0
Hungary,2012,2501.3,0,2501.3,0,0,2256.1,2256.1,0,0,0,0,0,245.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,17069.8,0,0,17069.8,0,0,0,0,0,0,0,0,0,0,0
Hungary,2015,0,0,0,0,0,32000,0,32000,0,0,0,0,-32000,17070,0,0,17070,0,0,0,0,0,0,0,0,0,0,0
Hungary,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,2008,110.0672869,110.0672869,0,0,0,110.0672869,110.0672869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352329,352329,0,0,0
Ireland,2009,883.7463089,436.9463089,386.8,0,60,4650.777046,650.7770464,4000,0,0,0,0,-3767.030738,7000,0,7000,0,0,10767.03074,0,10767.03074,10767.03074,0,281176,281176,0,0,0
Ireland,2010,1743.566807,1073.58741,508.1593668,31.8200306,130,37286.37222,1892.933923,35393.4383,0,0,0,0,-35542.80541,6633.573544,49,5336.5,1248.073544,0,46652.98615,31411,15241.98615,15241.98615,0,156979.15,128330,0,28649.15,0
Ireland,2011,3065.475084,1214.837284,1041.098802,333.3644417,476.1745561,9435.297914,2148.877501,7113.958772,0,0,172.4616405,0,-6369.82283,36418.51739,0,8336.5,2618.01739,25464,83691.0529,28893,33871.0529,31353.0529,20927,137404,108298,0,29106,0
Ireland,2012,3035.65105,933.5,1539.169734,501.7363128,61.245004,2680.065296,2046.584023,280,0,0,353.481273,0,355.5857548,31620.51739,0,8336.5,4198.01739,19086,81785.46714,25821,38167.46714,32577.46714,17797,114240,88800,0,25440,0
Ireland,2013,2809.052909,420.393,1089.937003,760.2019064,538.521,2369.739288,1863.784288,0,0,0,505.955,0,439.3136218,22288.36739,0,5499.5,3178.01739,13610.85,72280.02152,213,59407.15352,28209.15352,12659.868,54709,31806,0,22903,0
Ireland,2014,2295.228354,155.167714,711.64,760.6676396,667.753,2279.415041,1526.714041,0,0,0,752.701,0,15.8133124,11743.51739,0,5499.5,3178.01739,3066,61021.83021,200,59584.83021,28886.83021,1237,23838,10248,0,13590,0
Ireland,2015,2174.454957,53.282949,505.2435286,962.4346881,653.4937911,4004.661794,1207.379938,2111,0,0,686.2818566,0,-1830.206838,8244.86203,0,1600,3644.71739,3000.14464,60941.13884,0,60205.88704,31507.88704,735.2517923,11299,3209,0,8090,0
Ireland,2016,1714.742501,45.48,135.1548046,748.7480481,785.3596483,1728.615907,1046.740393,0,0,0,681.8755134,0,-13.87340554,6385.430988,0,0,3644.71739,2740.713598,60695.21311,0,59996.74753,34298.74753,698.4655728,3967,1377,0,2590,0
Ireland,2017,1297.430357,5.206,49.11250696,558.0670094,685.0448405,1612.077337,889.5217481,0,0,0,722.5555893,0,-314.6469805,2586.02539,0,0,211.0253901,2375,59194.90151,0,58862.80151,37164.80151,332.1,276,276,0,0,0
Ireland,2018,1121.765784,0,70.94880389,381.8174878,668.9994919,1764.4284,757.3279529,0,0,0,1007.100447,0,-642.6626168,2173.203187,0,0,211.0253901,1962.177797,62033.00513,0,61780.69588,44082.69588,252.3092478,0,0,0,0,0
Ireland,2019,920.4152548,0,49.21487078,379.9234142,491.2769698,1421.710452,637.6346312,0,0,0,784.0758204,0,-501.2951968,1079.285144,0,0,211.0253901,868.2597542,64535.74405,0,64041.36335,49343.21508,494.3806999,0,0,0,0,0
Italy,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2009,0,0,0,0,0,16.5,16.5,0,0,0,0,0,-16.5,4050,0,0,4050,0,4067,0,4067,17,0,0,0,0,0,0
Italy,2010,227,0,0,227,0,138.98,138.98,0,0,0,0,0,88.02,4050,0,0,4050,0,3979,0,3979,0,0,0,0,0,0,0
Italy,2011,307.443886,0,0,307.443886,0,130.0625,130.0625,0,0,0,0,0,177.381386,2600,0,0,2600,0,2352,0,2352,0,0,43715,43715,0,0,0
Italy,2012,653,636,0,17,0,103.31,103.31,0,0,0,0,0,549.69,2600,0,0,2600,0,1802,0,1802,0,0,85678.75,85678.75,0,0,0
Italy,2013,716.1298816,716.1298816,0,0,0,150,150,0,0,0,0,0,566.1298816,4071,0,0,4071,0,2707,0,2707,0,0,81678.75,81678.75,0,0,0
Italy,2014,917.62,462,0,329.65,125.97,93.6915,93.6915,0,0,0,0,0,823.9285,2187.9285,0,0,1071,1116.9285,0,0,0,0,0,23374.65,23374.65,0,0,0
Italy,2015,2702.97129,69,0,243,2390.97129,3598.003246,24.760611,3561.999996,0,0,11.242639,0,-895.031956,1297.896544,0,0,243,1054.896544,5,0,0,0,5,6421,6421,0,0,0
Italy,2016,107,56,0,46,5,109.839014,53.652945,0,0,0,56.186069,0,-2.839014,1547,1304,0,243,0,257,0,203,0,54,6421,6421,0,0,0
Italy,2017,1709,184,0,0,1525,7447.989272,92.413971,7288.699927,0,0,66.875374,0,-5738.989272,14813,8856,0,5503,454,19262,6403,11027,5742,1832,22569.75703,22569.75703,0,0,0
Italy,2018,445,135,0,0,310,128.628274,88.750008,0,0,0,39.878266,0,316.371726,13941,8310,0,5503,128,18074.05816,6126,10117,5415,1831.058155,16349.59227,16349.59227,0,0,0
Italy,2019,492,182,0,0,310,563.641237,63.842304,310,147,0,42.798933,0,-71.641237,13532.80623,7789.806225,0,5657,86,17737.96751,5891,10017,5510,1829.967505,21362,21362,0,0,0
Lithuania,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2010,0,0,0,0,0,32.3,0.4,31.9,0,0,0,0,-32.3,0,0,0,0,0,32.3,0,32.3,32.3,0,0,0,0,0,0
Lithuania,2011,0,0,0,0,0,888.7,2.6,0,886.1,0,0,0,-888.7,1.7,1.7,0,0,0,867.1,0,867.1,867.1,0,0,0,0,0,0
Lithuania,2012,0,0,0,0,0,41.4,41.4,0,0,0,0,0,-41.4,1.4,1.4,0,0,0,695,0,695,695,0,0,0,0,0,0
Lithuania,2013,119.1,0,5.4,0,113.7,294,40.2,8.7,245.1,0,0,0,-174.9,6.5,6.5,0,0,0,834.8,0,834.8,834.8,0,0,0,0,0,0
Lithuania,2014,499.4,0,6.7,0,492.7,23.9,23.9,0,0,0,0,0,475.5,8.7,8.7,0,0,0,337.3,0,337.3,337.3,0,0,0,0,0,0
Lithuania,2015,219.27,0,5.87,0,213.4,7,7,0,0,0,0,0,212.27,8.7,8.7,0,0,0,92.6,0,92.6,92.6,0,0,0,0,0,0
Lithuania,2016,94.1,0,2.2,0,91.9,2.2,2.2,0,0,0,0,0,91.9,8.7,8.7,0,0,0,71,0,71,71,0,0,0,0,0,0
Lithuania,2017,49.4,0,1,0,48.4,1,1,0,0,0,0,0,48.4,16.6,16.6,0,0,0,16.6,0,16.6,16.6,0,0,0,0,0,0
Lithuania,2018,32.7,0,0.6,0,32.1,0.6,0.6,0,0,0,0,0,32.1,15.3,15.3,0,0,0,15.3,0,15.3,15.3,0,0,0,0,0,0
Lithuania,2019,38.3,0,0.5,0,37.8,0.5,0.5,0,0,0,0,0,37.8,13.3,13.3,0,0,0,13.3,0,13.3,13.3,0,0,0,0,0,0
Luxembourg,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,2008,16.4452487,0.582235,15.8630137,0,0,36.78679925,11.5730137,0,0,0,25.21378555,0,-20.34155055,2512.588344,0,100,2412.588344,0,2517.016184,500,2017.016184,17.01618443,0,1776.921197,1776.921197,0,0,0
Luxembourg,2009,30.96573625,12.51121184,4.87494741,13.579577,0,98.90880137,98.90880137,0,0,0,0,0,-67.94306512,2002.295955,129.5985858,0,1872.69737,0,2727.575384,500,2227.575384,227.5753843,0,1513.222453,1513.222453,0,0,0
Luxembourg,2010,147.6903419,11.34747635,1.31978,135.0230855,0,98.96138128,98.96138128,0,0,0,0,0,48.72896059,1736.928197,71.57662547,0,1665.351572,0,2621.624463,500,2121.624463,121.6244634,0,1333.300887,1333.300887,0,0,0
Luxembourg,2011,151.9768821,9.113375,1.16038208,141.703125,0,98.80645833,98.80645833,0,0,0,0,0,53.17042375,1463.089494,39.2275841,0,1423.86191,0,2536.904998,500,2036.904998,36.9049983,0,1377.780581,1377.780581,0,0,0
Luxembourg,2012,128.2665925,23.54884827,0.73536901,103.9823753,0,98.82335902,98.82335902,0,0,0,0,0,29.44323352,1732.394712,26.44928802,0,1705.945424,0,2568.483469,500,2068.483469,68.4834687,0,2210.075807,2210.075807,0,0,0
Luxembourg,2013,90.82166729,5.12153527,0.42592926,85.27420276,0,117.520976,113.985926,0,0,0,3.53505,0,-26.69930874,1942.719104,26.16671639,0,1916.552388,0,2585.419058,500,2085.419058,85.41905837,0,2262.114276,2262.114276,0,0,0
Luxembourg,2014,80.93539163,0.92004695,0.41145828,79.6038864,0,67.887,67.887,0,0,0,0,0,13.04839163,1923.335657,25.20541348,0,1898.130243,0,2571.513238,500,2071.513238,71.51323838,0,2190.422701,2190.422701,0,0,0
Luxembourg,2015,85.71953066,0.20743617,0.32864285,85.18345164,0,67.90390069,67.90390069,0,0,0,0,0,17.81562997,1996.26239,22.93201171,0,1973.330379,0,2550.712207,500,2050.712207,50.71220663,0,1838.520979,1838.520979,0,0,0
Luxembourg,2016,89.71637795,0.20233259,0.28471801,89.22932735,0,67.9217403,67.9217403,0,0,0,0,0,21.79463765,2155.270655,21.76474539,0,2133.50591,0,2527.342716,500,2027.342716,27.34271583,0,2142.377465,2142.377465,0,0,0
Luxembourg,2017,104.8967909,0.21245073,0.30012905,104.3842112,0,67.83535902,67.83535902,0,0,0,0,0,37.06143191,2222.347771,21.43658326,0,2200.911188,0,2489.484804,500,1989.484804,-10.51519591,0,2028.766221,2028.766221,0,0,0
Luxembourg,2018,89.46506604,0.20022477,0.29611747,88.9687238,0,61.80275342,61.80275342,0,0,0,0,0,27.66231262,1958.639138,21.16829452,0,1937.470844,0,2460.842203,500,1960.842203,-39.15779727,0,1964.427619,1964.427619,0,0,0
Luxembourg,2019,110.8633499,0.19700707,0.2943995,110.3719433,0,43.212,43.212,0,0,0,0,0,67.65134987,2168.45064,21.41318356,0,2147.037457,0,2398.523613,500,1898.523613,-101.4763874,0,1815.886517,1815.886517,0,0,0
Latvia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2008,10.102,0,10.102,0,0,7.968,7.968,0,0,0,0,0,2.134,958.873,958.873,0,0,0,956.739,0,956.739,956.739,0,0,0,0,0,0
Latvia,2009,62.891,4.553,58.338,0,0,320.741,43.967,276.774,0,0,0,0,-257.85,956.597,956.597,0,0,0,1212.313,91.59,1120.723,1120.723,0,542.541,542.541,0,0,0
Latvia,2010,78.272,2.856,75.416,0,0,469.118,62.548,144.82,0,0,261.75,0,-390.846,1288.123,259.352,0,137.931,890.84,1828.763,96.13,1332.538,1332.538,400.095,232.497,232.497,0,0,0
Latvia,2011,79.57,0.949,64.872,0,13.749,152.724,81.58,71.144,0,0,0,0,-73.154,752.187,110.93,0,114.543,526.714,1454.594,100.67,1221.467,1221.467,132.457,0,0,0,0,0
Latvia,2012,49.908,0,49.908,0,0,153.193,63.437,54.637,0,0,35.119,0,-103.285,484.746,64.331,0,129.244,291.171,1325.56,103.95,1145.039,1145.039,76.571,0,0,0,0,0
Latvia,2013,48.374,0,37.68,0,10.694,53.458,53.458,0,0,0,0,0,-5.084,409.74,64.331,0,135.6,209.809,1249.282,108.49,1064.221,1064.221,76.571,0,0,0,0,0
Latvia,2014,54.481,0,33.571,0,20.91,47.383,47.383,0,0,0,0,0,7.098,284.969,64.331,0,74.699,145.939,1153.414,0,1076.843,1076.843,76.571,0,0,0,0,0
Latvia,2015,30.81,0,27.526,0,3.284,38.254,38.254,0,0,0,0,0,-7.444,136.993,34.727,0,0,102.266,1007.052,0,930.481,930.481,76.571,0,0,0,0,0
Latvia,2016,37.483,0,21.721,0,15.762,31.649,31.649,0,0,0,0,0,5.834,93.668,34.727,0,0,58.941,957.893,0,881.322,881.322,76.571,0,0,0,0,0
Latvia,2017,25.213,0,18.587,0,6.626,26.749,26.749,0,0,0,0,0,-1.536,30.497,0,0,0,30.497,914.957,0,838.386,838.386,76.571,0,0,0,0,0
Latvia,2018,0.1135,0,0,0,0.1135,9.346,7.9,0,0,0,1.446,0,-9.2325,21.472,0,0,0,21.472,917.857,0,841.286,841.286,76.571,0,0,0,0,0
Latvia,2019,0.042,0,0,0,0.042,7.589,7.18,0,0,0,0.409,0,-7.547,22.559,0,0,0,22.559,925.037,0,848.466,848.466,76.571,0,0,0,0,0
Netherlands,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2008,532,30,502,0,0,693,684,0,0,0,9,0,-161,81431,44341,0,37090,0,81592,10000,71592,71592,0,2740,2740,0,0,0
Netherlands,2009,2359,114,1396,849,0,4663,2417,2160,0,0,86,0,-2304,56013,7825,16373,31815,0,58064,25546,32518,32518,0,79462,79462,0,0,0
Netherlands,2010,1479,598,825,56,0,2561,1581,928,0,0,52,0,-1082,49926,4575,13506,31845,0,52883,19762,33121,33121,0,39948,39948,0,0,0
Netherlands,2011,1233,387,646,200,0,1345,1305,0,0,0,40,0,-112,43263,3750,11168,28345,0,44506,17055,27451,27451,0,34125,34125,0,0,0
Netherlands,2012,966,256,555,155,0,1187,1153,0,0,0,34,0,-221,40212,3750,8883,27579,0,41340,10501,30839,30839,0,18192,18192,0,0,0
Netherlands,2013,1110,191,400,519,0,2298,1039,1216,0,0,43,0,-1188,44485,4850,3901,27899,7835,43804,5722,33673,33673,4409,10843,10843,0,0,0
Netherlands,2014,745,112,119,514,0,795,784,0,0,0,11,0,-50,38001,4650,0,26399,6952,36792,3000,30011,30011,3781,0,0,0,0,0
Netherlands,2015,1064,0,96,764,204,657,648,0,0,0,9,0,407,27789,1750,0,20309,5730,29782,3000,24170,24170,2612,0,0,0,0,0
Netherlands,2016,964,0,40,924,0,619,477,0,0,0,142,0,345,20305,800,0,19295,210,22509,3000,19509,17159,0,0,0,0,0,0
Netherlands,2017,906,0,34,872,0,346,344,0,0,0,2,0,560,18340,800,0,17498,42,16072,0,16072,15472,0,0,0,0,0,0
Netherlands,2018,991,0,34,957,0,281,278,0,0,0,3,0,710,14499,800,0,13659,40,15362,0,15362,14762,0,0,0,0,0,0
Netherlands,2019,938,0,34,904,0,250,246,0,0,0,4,0,688,12098,800,0,11265,33,13992,0,13992,13992,0,0,0,0,0,0
Portugal,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,150,0,150,0,150,150,0,0,0,0,0,0
Portugal,2008,16.4516129,0,0,16.4516129,0,14.02034409,14.02034409,0,0,0,0,0,2.431268817,930,0,0,930,0,547.5687312,0,547.5687312,547.5687312,0,1750,1750,0,0,0
Portugal,2009,61.14285714,14,0,47.14285714,0,48.98267607,48.98267607,0,0,0,0,0,12.16018107,1930,0,0,1930,0,1535.40855,0,1535.40855,1535.40855,0,8350,8350,0,0,0
Portugal,2010,112.8877986,50.2,2.64582033,58.55555556,1.48642267,2330.653113,80.65311325,0,1800,450,0,0,-2217.765315,4575,1042,58.796384,3474.203616,0,6398.016603,794.842738,5603.173865,2503.173865,0,5275,5275,0,0,0
Portugal,2011,80.56283056,67.03385192,11.11610783,0.39118463,2.02168618,945.9913515,344.6922051,600,1.29914638,0,0,0,-865.428521,4573.700854,1040.700854,58.796384,3474.203616,0,7262.537162,1518.339178,5744.197984,2644.197984,0,15850,15850,0,0,0
Portugal,2012,476.1363745,233.7957333,237.3349624,0.42560409,4.58007466,1411.099278,506.8385877,750,109.26069,0,45,45,-934.9629032,10798.94016,2475.940164,5183.796384,3094.203616,45,14718.1771,6383.808394,8334.368711,4234.368711,0,16525,16525,0,0,0
Portugal,2013,653.9839814,197.0911038,450.4094886,3.69738897,2.786,1317.124262,538.8435228,700,78.2807397,0,0,0,-663.1402811,10690.61942,2397.659424,5153.756384,3094.203616,45,15272.99665,6401.7777,8871.218946,4951.21904,0,16275,16275,0,0,0
Portugal,2014,440.5778714,120.1117592,316.9161916,3.54992049,0,5563.215956,519.6851752,4937.5,12.51203694,0,93.51874382,0,-5122.638085,7199.846038,2238.147387,1858.495035,3058.203616,45,16904.86134,7714.503113,9190.358232,5653.253999,0,6300,6300,0,0,0
Portugal,2015,219.5002949,46.57160691,170.8501981,2.07848987,0,3051.564315,525.6335897,2336.5,10.24445095,0,179.1862745,179.1862745,-2832.06402,7981.028987,2586.059335,1737.495035,3433.288343,224.1862745,20588.49464,7778.987794,12809.50685,8692.834654,0,6300,6300,0,0,0
Portugal,2016,203.6918196,45.69856335,125.5047628,1.48849343,31,556.6889621,552.9277978,0,3.76116437,0,0,0,-352.9971425,7837.267823,2557.192768,1687.495035,3399.393745,193.1862745,20828.73062,7832.490305,12996.24031,9339.681155,0,4600,4600,0,0,0
Portugal,2017,133.4024181,14.51024579,15.63508132,1.57,101.687091,4680.928401,582.7492842,4097.555396,0.62372068,0,0,0,-4547.525983,6146.244102,2513.094868,87.495035,3381.467924,164.1862745,23714.24436,6436.458445,17277.78591,14071.49263,0,6690,6690,0,0,0
Portugal,2018,211.6737844,7.90127579,8.64045426,1.09317033,194.0388841,1779.555646,606.1226911,380.0473751,1.38557988,792,0,0,-1567.881862,5964.308767,2389.822138,87.495035,3350.514649,136.4769457,25127.90021,6652.880784,18475.01943,16101.83981,0,5898,5898,0,0,0
Portugal,2019,216.2493479,7.37501409,6.520876457,110.6555842,91.69787314,1757.73266,603.3632732,1.03685951,4.33252712,1149,0,0,-1541.483312,5774.476552,2313.405336,87.495035,3273.999235,99.57694572,26516.45131,6876.409796,19640.04151,18811.38794,0,4749,4749,0,0,0
Sweden,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2008,1,1,0,0,0,15,15,0,0,0,0,0,-14,2412,123,0,2289,0,2412,0,2412,0,0,148077,148077,0,0,0
Sweden,2009,1546,1546,0,0,0,179,179,0,0,0,0,0,1367,20673,0,0,20673,0,5610,0,5610,0,0,270716,270716,0,0,0
Sweden,2010,2665,1979,0,686,0,165,165,0,0,0,0,0,2500,20744,0,0,20744,0,5610,0,5610,0,0,176347,176347,0,0,0
Sweden,2011,2225,1488,0,737,0,163,163,0,0,0,0,0,2062,15101,0,0,15101,0,5610,0,5610,0,0,90735,90735,0,0,0
Sweden,2012,1285,636,0,649,0,118,118,0,0,0,0,0,1167,17610,0,0,17610,0,5610,0,5610,0,0,30355,30355,0,0,0
Sweden,2013,1011,202,0,809,0,44,44,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,8928,8928,0,0,0
Sweden,2014,40,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,935,935,0,0,0
Sweden,2015,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2009,49.484568,7.765068,41.7195,0,0,45.75520833,45.75520833,0,0,0,0,0,3.729359667,1430,1270,0,160,0,1426.27064,0,1426.27064,1426.27064,0,2000,2000,M,M,M
Slovenia,2010,76.0496966,20.4236966,55.626,0,0,62.5625,62.5625,0,0,0,0,0,13.4871966,1430,1270,0,160,0,1412.783444,0,1412.783444,1412.783444,0,2200,2200,M,M,M
Slovenia,2011,78.63826653,19.343457,59.29480953,0,0,315.5863433,72.18634332,243.4,0,0,0,0,-236.9480768,1472,1312,0,160,0,1691.731521,0,1691.731521,1691.731521,0,1554.863,1554.863,M,M,M
Slovenia,2012,80.36850995,8.86850995,71.5,0,0,142.4738099,81.47380993,61,0,0,0,0,-62.10529998,1524,1364,0,160,0,1805.836821,0,1805.836821,1805.836821,0,199.863,199.863,M,M,M
Slovenia,2013,59.31706884,2.23537842,57.08165342,0,3.70E-05,3736.140771,97.81806134,3633,0,0,5.32271,0,-3676.823702,2230.980908,0,0,1020.1658,1210.815108,5153.860442,0,4141.275486,4141.275486,1012.584956,397.963,397.963,M,M,M
Slovenia,2014,84.46893978,2,45.773,0,36.69593978,825.0679131,249,351.7,0,0,224.3679131,0,-740.5989733,3290.403444,405,0,1239.58433,1645.819113,6741.978486,0,5178.778486,5178.778486,1563.2,118.963,118.963,M,M,M
Slovenia,2015,80.40777244,1,45.965,0,33.44277244,619.9863017,250.08,0,0,0,369.9063017,0,-539.5785293,2728.842784,368.975,0,1326.269669,1033.598115,6595.306486,0,5337.906486,5337.906486,1257.4,-0.437,-0.437,M,M,M
Slovenia,2016,250.0610445,0,54.3,45.5,150.2610445,429.0820483,234.6,0,0,0,194.4820483,0,-179.0210039,2669.933516,-0.025,0,1511.173868,1158.784647,6120.434278,0,4861.106486,4861.106486,1259.327792,-0.437,-0.437,M,M,M
Slovenia,2017,231.0071583,0,44.955,101.517,84.53515831,219.9546983,138.85,0,0,0,81.10469831,0,11.05246,2595.67786,-0.025,0,1713.925826,881.7770333,5732.638445,0,4855.306486,4855.306486,877.331959,-0.437,-0.437,M,M,M
Slovenia,2018,270.7800165,0,27.33232085,166.9402168,76.50747886,149.5366939,89.88903116,0,0,0,59.64766279,0,121.2433226,1862.612084,0,0,1110.433706,752.1783771,4653.799907,0,3958.431486,3958.431486,695.3684211,-0.437,-0.437,M,M,M
Slovenia,2019,197.9738315,0,29.90012355,76.31870796,91.755,138.6527602,78.2343702,0,0,0,60.41839002,0,59.32107129,1706.945649,0,0,984.7443262,722.201323,4358.000382,1,3808.26354,3808.26354,548.7368422,0,0,M,M,M
UK,2007,179,0,179,0,0,137,0,0,0,0,137,0,42,0,0,0,0,0,-1,0,-1,-1,0,26930,26930,0,0,0
UK,2008,22779,399,925,0,21455,27228,581,0,2468,0,24179,0,-4449,59521,17859,5000,12448,24214,63516,2719,58518,58518,2279,309570,125000,184570,0,0
UK,2009,9825,2707,921,0,6197,17021,2935,0,11339,0,2747,0,-7196,93646,25829,0,45610,22207,112900,0,110978,110978,1922,551231,345537,205694,0,0
UK,2010,4733,2290,2035,0,408,3427,2497,0,0,0,930,0,1306,178176,2963,0,57694,117519,175476,0,67033,67033,108443,365578,247578,118000,0,0
UK,2011,4693,2180,2513,0,0,6427,5227,0,0,0,1200,0,-1734,131863,2140,0,29587,100136,157648,0,63981,63981,93667,168200,89200,79000,0,0
UK,2012,5292,920,2102,2270,0,5208,4063,0,0,0,1145,0,84,140259,1536,0,46786,91937,143905,0,57975,57975,85930,8000,0,8000,0,0
UK,2013,2052,320,1732,0,0,4393,3498,0,0,0,895,0,-2341,130177,1340,0,53188,75649,123667,0,54673,54673,68994,0,0,0,0,0
UK,2014,1629,0,1629,0,0,3115,2794,0,0,0,321,0,-1486,121802,926,0,53330,67546,109738,0,49248,49248,60490,0,0,0,0,0
UK,2015,1420,0,1420,0,0,2395,1924,0,0,0,471,0,-975,80189,0,0,34548,45641,72971,0,36313,36313,36658,0,0,0,0,0
UK,2016,836,0,836,0,0,1784,1496,0,0,0,288,0,-948,61789,0,0,26118,35671,61569,0,34878,34878,26691,0,0,0,0,0
UK,2017,561,0,561,0,0,1735,1308,0,0,0,427,0,-1174,48646,0,0,27590,21056,43791,0,31879,31879,11912,0,0,0,0,0
UK,2018,461,0,461,0,0,1266,888,0,0,0,378,0,-805,32766,0,0,20415,12351,32976,0,29370,29370,3606,0,0,0,0,0
UK,2019,233,0,233,0,0,1020,641,0,0,0,379,0,-787,31398,0,0,24409,6989,30798,0,29370,29370,1428,0,0,0,0,0
